RetainedRef	DuplicateRef
ENST00000474736.1	ENST00000468636.1
ENST00000474736.1	ENST00000463174.1
ENST00000474736.1	ENST00000490587.1
ENST00000474736.1	ENST00000469427.1
ENST00000474736.1	ENST00000490573.1
ENST00000627628.1	ENST00000527917.1
ENST00000671719.1	ENST00000604718.1
ENST00000644360.1	ENST00000441913.1
ENST00000639647.1	ENST00000575301.5
ENST00000627083.2	ENST00000542192.5
ENST00000711175.1	ENST00000447472.6
ENST00000708798.1	ENST00000555839.5
ENST00000635658.1	ENST00000421884.2
ENST00000644361.1	ENST00000557969.1
ENST00000515574.1	ENST00000504543.1
ENST00000515574.1	ENST00000511681.1
ENST00000515574.1	ENST00000504104.1
ENST00000515574.1	ENST00000504481.1
ENST00000515574.1	ENST00000509271.1
ENST00000515574.1	ENST00000509660.1
ENST00000710214.1	ENST00000611705.5
ENST00000440137.2	ENST00000445148.2
ENST00000672102.1	ENST00000330794.9
ENST00000671717.1	ENST00000577138.1
ENST00000639993.1	ENST00000536404.6
ENST00000640926.1	ENST00000619816.1
ENST00000627903.2	ENST00000413764.6
ENST00000461257.1	ENST00000465191.1
ENST00000461257.1	ENST00000483397.1
ENST00000414467.2	ENST00000440894.2
ENST00000414467.2	ENST00000418205.2
ENST00000414467.2	ENST00000424897.2
ENST00000414467.2	ENST00000383235.4
ENST00000707390.1	ENST00000375599.8
ENST00000634907.1	ENST00000401636.1
ENST00000646798.1	ENST00000560127.1
ENST00000631822.1	ENST00000611038.4
ENST00000622322.4	ENST00000614339.4
ENST00000646017.1	ENST00000533772.5
ENST00000671690.1	ENST00000672941.1
ENST00000708558.1	ENST00000305625.2
ENST00000709646.1	ENST00000414112.1
ENST00000707231.1	ENST00000535649.1
ENST00000710250.1	ENST00000465431.6
ENST00000640800.1	ENST00000586196.1
ENST00000621334.4	ENST00000449249.5
ENST00000636918.1	ENST00000458440.1
ENST00000571381.1	ENST00000413888.1
ENST00000711127.1	ENST00000477636.6
ENST00000711127.1	ENST00000631181.1
ENST00000425760.5	ENST00000440328.5
ENST00000425760.5	ENST00000427186.5
ENST00000425760.5	ENST00000383482.2
ENST00000425760.5	ENST00000433305.5
ENST00000708037.1	ENST00000438715.1
ENST00000635059.1	ENST00000597803.1
ENST00000640809.1	ENST00000520875.5
ENST00000640509.1	ENST00000519616.1
ENST00000575708.5	ENST00000503133.5
ENST00000643679.1	ENST00000553708.5
ENST00000433348.2	ENST00000412166.6
ENST00000433348.2	ENST00000451077.6
ENST00000433348.2	ENST00000419095.2
ENST00000634068.1	ENST00000629856.1
ENST00000634068.1	ENST00000486366.1
ENST00000708039.1	ENST00000605025.1
ENST00000672821.1	ENST00000572485.5
ENST00000638740.1	ENST00000582928.1
ENST00000456918.6	ENST00000436456.6
ENST00000456918.6	ENST00000451115.6
ENST00000456918.6	ENST00000447921.6
ENST00000707628.1	ENST00000427937.1
ENST00000472101.1	ENST00000461155.5
ENST00000472101.1	ENST00000471184.5
ENST00000707481.1	ENST00000679535.1
ENST00000630347.1	ENST00000625196.1
ENST00000444972.2	ENST00000436805.2
ENST00000444972.2	ENST00000376557.3
ENST00000630159.2	ENST00000610671.1
ENST00000537983.1	ENST00000538509.1
ENST00000640997.2	ENST00000642925.2
ENST00000634006.1	ENST00000617167.1
ENST00000626850.1	ENST00000479450.1
ENST00000632261.1	ENST00000467543.6
ENST00000613511.3	ENST00000298896.7
ENST00000626587.1	ENST00000492464.1
ENST00000672094.1	ENST00000432093.1
ENST00000628088.2	ENST00000554232.5
ENST00000672816.1	ENST00000411988.6
ENST00000708769.1	ENST00000556549.1
ENST00000614140.4	ENST00000512785.5
ENST00000632605.1	ENST00000497783.3
ENST00000645653.1	ENST00000527395.1
ENST00000640912.1	ENST00000520150.5
ENST00000709403.1	ENST00000477475.1
ENST00000622658.4	ENST00000621461.4
ENST00000470666.1	ENST00000488139.1
ENST00000470666.1	ENST00000480313.1
ENST00000470666.1	ENST00000496945.1
ENST00000470666.1	ENST00000493663.1
ENST00000470666.1	ENST00000463064.1
ENST00000470666.1	ENST00000465928.2
ENST00000632286.1	ENST00000612120.4
ENST00000454794.6	ENST00000442844.6
ENST00000454794.6	ENST00000445486.6
ENST00000454794.6	ENST00000420586.6
ENST00000454794.6	ENST00000383585.8
ENST00000454794.6	ENST00000432356.6
ENST00000632724.1	ENST00000622190.4
ENST00000645637.1	ENST00000392910.6
ENST00000550821.4	ENST00000547288.5
ENST00000550821.4	ENST00000553147.1
ENST00000707521.1	ENST00000525159.5
ENST00000708312.1	ENST00000307360.6
ENST00000627810.2	ENST00000597363.5
ENST00000707530.1	ENST00000530821.1
ENST00000646325.1	ENST00000560171.5
ENST00000633735.1	ENST00000574053.1
ENST00000672380.1	ENST00000710446.1
ENST00000672380.1	ENST00000710447.1
ENST00000629749.1	ENST00000459830.1
ENST00000638006.1	ENST00000435123.1
ENST00000647247.1	ENST00000475655.1
ENST00000640976.1	ENST00000338790.4
ENST00000709826.1	ENST00000441135.1
ENST00000470464.5	ENST00000475528.1
ENST00000470464.5	ENST00000485585.5
ENST00000396808.2	ENST00000428685.1
ENST00000396808.2	ENST00000433737.1
ENST00000396808.2	ENST00000425893.1
ENST00000396808.2	ENST00000416604.1
ENST00000396808.2	ENST00000433090.1
ENST00000626277.1	ENST00000628766.1
ENST00000626277.1	ENST00000573325.1
ENST00000709031.1	ENST00000598034.5
ENST00000709218.1	ENST00000641031.1
ENST00000626146.1	ENST00000630304.1
ENST00000626146.1	ENST00000626054.1
ENST00000626146.1	ENST00000628843.1
ENST00000626146.1	ENST00000628327.1
ENST00000626146.1	ENST00000467235.1
ENST00000627673.1	ENST00000614310.2
ENST00000627673.1	ENST00000611277.1
ENST00000627673.1	ENST00000503509.1
ENST00000627673.1	ENST00000513144.1
ENST00000672200.1	ENST00000534213.5
ENST00000633624.1	ENST00000633025.1
ENST00000460420.5	ENST00000480619.5
ENST00000460420.5	ENST00000496344.1
ENST00000460420.5	ENST00000466313.5
ENST00000460420.5	ENST00000460131.1
ENST00000460420.5	ENST00000496233.1
ENST00000646023.1	ENST00000422617.7
ENST00000626949.1	ENST00000618967.1
ENST00000606598.1	ENST00000612983.2
ENST00000606598.1	ENST00000635710.1
ENST00000606598.1	ENST00000606805.3
ENST00000606598.1	ENST00000627885.1
ENST00000606598.1	ENST00000635190.1
ENST00000606598.1	ENST00000396387.2
ENST00000468782.1	ENST00000374496.3
ENST00000644380.1	ENST00000530579.6
ENST00000634115.1	ENST00000535956.5
ENST00000438384.5	ENST00000422349.5
ENST00000614503.4	ENST00000613689.4
ENST00000614503.4	ENST00000619626.4
ENST00000614503.4	ENST00000616046.4
ENST00000614503.4	ENST00000620956.4
ENST00000614503.4	ENST00000616248.4
ENST00000614503.4	ENST00000640830.1
ENST00000614503.4	ENST00000471750.2
ENST00000471078.5	ENST00000497420.5
ENST00000471078.5	ENST00000494845.5
ENST00000511358.1	ENST00000439521.1
ENST00000511358.1	ENST00000512515.1
ENST00000709811.1	ENST00000680679.1
ENST00000709264.1	ENST00000561907.5
ENST00000672317.1	ENST00000641225.1
ENST00000418781.7	ENST00000611694.3
ENST00000707534.1	ENST00000529433.5
ENST00000632539.1	ENST00000449879.6
ENST00000419376.2	ENST00000383473.4
ENST00000419376.2	ENST00000424944.2
ENST00000419376.2	ENST00000376049.4
ENST00000571709.5	ENST00000463093.5
ENST00000490718.1	ENST00000477414.1
ENST00000490718.1	ENST00000489566.1
ENST00000630857.1	ENST00000455878.2
ENST00000708144.1	ENST00000488634.2
ENST00000708080.1	ENST00000494306.1
ENST00000708719.1	ENST00000315683.1
ENST00000672250.1	ENST00000419711.6
ENST00000639376.1	ENST00000570359.1
ENST00000642464.1	ENST00000497986.5
ENST00000673409.1	ENST00000573745.1
ENST00000709815.1	ENST00000491319.2
ENST00000645536.1	ENST00000545054.6
ENST00000647090.1	ENST00000560657.1
ENST00000708137.1	ENST00000599666.5
ENST00000626715.2	ENST00000620396.4
ENST00000671873.1	ENST00000553634.1
ENST00000490606.5	ENST00000497595.5
ENST00000588228.5	ENST00000676441.1
ENST00000627384.2	ENST00000613129.4
ENST00000709059.1	ENST00000472048.1
ENST00000640165.1	ENST00000518168.5
ENST00000646013.1	ENST00000483569.1
ENST00000631177.1	ENST00000494678.1
ENST00000709568.1	ENST00000427827.2
ENST00000630818.2	ENST00000626170.2
ENST00000420398.3	ENST00000405679.4
ENST00000612228.1	ENST00000618254.4
ENST00000612228.1	ENST00000621558.4
ENST00000612228.1	ENST00000615380.4
ENST00000504937.5	ENST00000619186.4
ENST00000611849.1	ENST00000612312.1
ENST00000709895.1	ENST00000505243.5
ENST00000708924.1	ENST00000677326.1
ENST00000462399.1	ENST00000463494.1
ENST00000462399.1	ENST00000484637.1
ENST00000462399.1	ENST00000467974.1
ENST00000709142.1	ENST00000530319.5
ENST00000481172.5	ENST00000480730.5
ENST00000491279.5	ENST00000488244.5
ENST00000610853.4	ENST00000328092.9
ENST00000632675.1	ENST00000528610.5
ENST00000671956.1	ENST00000531757.5
ENST00000626017.2	ENST00000556062.5
ENST00000646765.1	ENST00000620473.4
ENST00000448618.5	ENST00000429639.5
ENST00000448618.5	ENST00000443931.5
ENST00000448618.5	ENST00000400252.5
ENST00000448618.5	ENST00000452762.5
ENST00000639887.1	ENST00000575151.1
ENST00000482418.5	ENST00000486761.5
ENST00000482418.5	ENST00000486124.5
ENST00000494871.5	ENST00000461937.5
ENST00000629205.2	ENST00000555664.5
ENST00000630815.2	ENST00000474220.5
ENST00000462556.1	ENST00000475016.1
ENST00000642396.2	ENST00000496818.3
ENST00000631780.1	ENST00000523070.1
ENST00000632606.1	ENST00000479685.1
ENST00000634704.1	ENST00000407800.2
ENST00000632376.1	ENST00000528384.5
ENST00000672237.1	ENST00000460405.5
ENST00000631154.1	ENST00000266078.7
ENST00000485492.5	ENST00000480097.5
ENST00000707399.1	ENST00000375481.1
ENST00000629832.3	ENST00000374168.7
ENST00000709139.1	ENST00000526223.5
ENST00000642400.1	ENST00000439836.1
ENST00000430099.1	ENST00000449679.1
ENST00000430099.1	ENST00000415927.1
ENST00000430099.1	ENST00000435056.1
ENST00000430099.1	ENST00000415090.1
ENST00000430099.1	ENST00000448590.1
ENST00000430099.1	ENST00000449417.1
ENST00000430099.1	ENST00000429234.1
ENST00000708806.1	ENST00000438886.1
ENST00000599885.1	ENST00000615413.2
ENST00000433524.1	ENST00000574005.1
ENST00000454866.1	ENST00000448500.1
ENST00000454866.1	ENST00000426244.1
ENST00000454866.1	ENST00000436352.1
ENST00000454866.1	ENST00000441117.1
ENST00000644908.1	ENST00000533536.5
ENST00000535902.6	ENST00000629245.3
ENST00000707847.1	ENST00000466746.1
ENST00000628740.2	ENST00000630971.2
ENST00000708158.1	ENST00000487283.5
ENST00000400134.5	ENST00000457505.5
ENST00000709237.1	ENST00000570172.1
ENST00000708997.1	ENST00000625334.1
ENST00000708997.1	ENST00000534005.1
ENST00000631090.2	ENST00000593685.5
ENST00000478634.1	ENST00000494331.1
ENST00000707225.1	ENST00000542573.5
ENST00000643914.1	ENST00000543694.1
ENST00000645726.1	ENST00000529279.1
ENST00000626379.1	ENST00000471637.1
ENST00000616354.4	ENST00000618358.1
ENST00000708746.1	ENST00000554047.1
ENST00000633648.1	ENST00000577083.1
ENST00000625087.2	ENST00000411947.1
ENST00000430230.1	ENST00000418144.1
ENST00000633027.1	ENST00000529971.1
ENST00000546473.2	ENST00000550017.2
ENST00000546473.2	ENST00000622521.1
ENST00000576687.1	ENST00000509738.1
ENST00000644349.1	ENST00000530563.1
ENST00000645362.1	ENST00000604902.1
ENST00000645676.1	ENST00000560991.1
ENST00000633681.1	ENST00000571756.5
ENST00000427281.5	ENST00000416755.5
ENST00000427281.5	ENST00000456286.5
ENST00000707467.1	ENST00000576544.6
ENST00000634808.2	ENST00000470941.6
ENST00000481469.1	ENST00000496618.1
ENST00000481469.1	ENST00000497467.1
ENST00000708937.1	ENST00000334478.9
ENST00000644840.2	ENST00000267425.8
ENST00000646768.1	ENST00000527046.5
ENST00000572295.1	ENST00000454246.1
ENST00000614609.1	ENST00000611568.1
ENST00000614609.1	ENST00000611175.1
ENST00000614609.1	ENST00000621964.1
ENST00000614609.1	ENST00000622678.1
ENST00000624316.3	ENST00000305570.10
ENST00000574126.5	ENST00000490999.5
ENST00000645871.1	ENST00000332324.5
ENST00000438853.1	ENST00000440418.1
ENST00000709632.1	ENST00000339485.4
ENST00000628654.1	ENST00000455355.5
ENST00000460116.5	ENST00000487340.5
ENST00000460116.5	ENST00000495201.5
ENST00000460116.5	ENST00000473226.5
ENST00000460116.5	ENST00000473255.5
ENST00000460116.5	ENST00000465061.5
ENST00000709979.1	ENST00000423993.5
ENST00000710626.1	ENST00000534447.5
ENST00000633065.1	ENST00000508587.2
ENST00000625978.4	ENST00000635777.1
ENST00000625978.4	ENST00000627762.1
ENST00000625978.4	ENST00000634437.3
ENST00000632656.1	ENST00000619258.1
ENST00000710181.1	ENST00000703994.1
ENST00000707665.1	ENST00000422441.5
ENST00000672273.1	ENST00000673489.1
ENST00000642990.1	ENST00000529332.5
ENST00000635265.1	ENST00000487237.1
ENST00000708171.1	ENST00000567716.1
ENST00000709415.1	ENST00000470352.1
ENST00000632253.1	ENST00000520889.1
ENST00000461852.5	ENST00000463220.5
ENST00000461852.5	ENST00000460147.5
ENST00000629027.1	ENST00000460134.2
ENST00000625648.2	ENST00000477015.5
ENST00000633194.1	ENST00000533830.1
ENST00000642674.1	ENST00000489225.5
ENST00000707635.1	ENST00000489476.5
ENST00000466931.1	ENST00000467299.1
ENST00000466931.1	ENST00000468808.1
ENST00000466931.1	ENST00000469497.1
ENST00000466931.1	ENST00000473721.1
ENST00000466931.1	ENST00000465699.5
ENST00000672324.1	ENST00000453458.5
ENST00000630500.1	ENST00000630365.1
ENST00000431416.1	ENST00000432545.1
ENST00000431416.1	ENST00000444027.1
ENST00000431416.1	ENST00000453694.1
ENST00000431416.1	ENST00000412396.1
ENST00000431416.1	ENST00000376785.2
ENST00000633422.1	ENST00000566917.1
ENST00000633422.1	ENST00000564355.1
ENST00000710692.1	ENST00000710690.1
ENST00000671959.1	ENST00000671966.1
ENST00000444530.1	ENST00000447229.1
ENST00000444530.1	ENST00000440648.1
ENST00000444530.1	ENST00000454267.1
ENST00000639351.1	ENST00000640278.2
ENST00000639351.1	ENST00000463062.1
ENST00000709162.1	ENST00000503933.2
ENST00000626639.1	ENST00000392018.1
ENST00000645741.1	ENST00000366695.3
ENST00000672719.1	ENST00000576387.1
ENST00000673085.1	ENST00000573684.5
ENST00000709226.1	ENST00000473663.1
ENST00000709035.1	ENST00000253054.12
ENST00000673091.1	ENST00000558659.5
ENST00000626981.1	ENST00000621694.1
ENST00000446463.6	ENST00000452427.6
ENST00000446463.6	ENST00000399833.7
ENST00000625493.1	ENST00000510746.1
ENST00000708148.1	ENST00000443455.5
ENST00000709613.1	ENST00000575341.2
ENST00000673569.1	ENST00000537833.6
ENST00000709918.1	ENST00000604030.7
ENST00000672457.1	ENST00000573699.6
ENST00000645261.1	ENST00000466086.2
ENST00000709134.1	ENST00000482159.5
ENST00000574659.5	ENST00000397541.6
ENST00000673288.1	ENST00000396637.7
ENST00000638562.1	ENST00000513721.1
ENST00000628339.2	ENST00000485925.5
ENST00000616747.4	ENST00000616389.4
ENST00000616747.4	ENST00000616589.4
ENST00000616747.4	ENST00000619741.4
ENST00000616747.4	ENST00000614280.4
ENST00000709603.1	ENST00000394014.2
ENST00000428949.1	ENST00000420521.1
ENST00000428949.1	ENST00000415446.1
ENST00000636327.1	ENST00000637477.1
ENST00000621057.4	ENST00000391721.8
ENST00000672996.1	ENST00000430553.6
ENST00000673614.1	ENST00000428454.1
ENST00000630564.2	ENST00000555553.5
ENST00000708307.1	ENST00000531613.2
ENST00000635068.1	ENST00000594164.5
ENST00000639927.1	ENST00000579341.5
ENST00000639229.2	ENST00000311620.7
ENST00000631583.1	ENST00000490285.1
ENST00000416403.5	ENST00000442315.5
ENST00000647281.1	ENST00000645240.1
ENST00000644115.1	ENST00000561059.5
ENST00000672410.1	ENST00000570500.6
ENST00000617540.2	ENST00000505831.1
ENST00000625958.1	ENST00000478037.1
ENST00000478089.1	ENST00000707358.1
ENST00000447554.1	ENST00000440658.1
ENST00000447554.1	ENST00000418291.1
ENST00000447554.1	ENST00000442288.1
ENST00000447554.1	ENST00000403866.2
ENST00000481092.1	ENST00000489106.3
ENST00000481092.1	ENST00000498336.5
ENST00000708036.1	ENST00000418629.6
ENST00000709897.1	ENST00000515818.5
ENST00000707793.1	ENST00000575668.1
ENST00000643432.1	ENST00000554781.5
ENST00000450999.1	ENST00000446512.1
ENST00000450999.1	ENST00000424103.1
ENST00000450999.1	ENST00000447218.1
ENST00000450999.1	ENST00000450322.1
ENST00000710034.1	ENST00000477997.6
ENST00000645384.1	ENST00000484438.1
ENST00000673247.1	ENST00000493276.1
ENST00000645857.1	ENST00000560592.5
ENST00000633403.1	ENST00000528175.1
ENST00000634981.1	ENST00000587769.1
ENST00000375699.3	ENST00000631817.1
ENST00000630899.1	ENST00000514865.2
ENST00000438569.4	ENST00000414415.4
ENST00000438569.4	ENST00000377140.6
ENST00000711228.1	ENST00000478256.6
ENST00000710084.1	ENST00000465150.6
ENST00000630560.1	ENST00000418831.1
ENST00000709790.1	ENST00000430381.1
ENST00000494199.1	ENST00000497740.1
ENST00000494199.1	ENST00000497780.1
ENST00000494199.1	ENST00000473441.1
ENST00000494199.1	ENST00000470055.1
ENST00000494199.1	ENST00000460478.1
ENST00000633637.1	ENST00000575714.5
ENST00000708826.1	ENST00000528465.2
ENST00000626801.1	ENST00000554562.1
ENST00000673268.1	ENST00000545845.1
ENST00000439071.1	ENST00000427393.1
ENST00000639978.1	ENST00000575434.4
ENST00000416387.5	ENST00000443091.5
ENST00000492473.1	ENST00000474720.1
ENST00000492473.1	ENST00000462963.1
ENST00000492473.1	ENST00000475681.5
ENST00000492473.1	ENST00000487914.1
ENST00000498769.5	ENST00000466849.5
ENST00000627896.1	ENST00000556883.1
ENST00000708875.1	ENST00000476749.1
ENST00000635237.1	ENST00000598598.5
ENST00000636783.3	ENST00000642878.2
ENST00000431106.2	ENST00000415840.2
ENST00000431106.2	ENST00000452558.2
ENST00000431106.2	ENST00000563334.1
ENST00000431106.2	ENST00000429037.2
ENST00000643959.1	ENST00000460657.1
ENST00000711575.1	ENST00000711580.1
ENST00000708484.1	ENST00000518485.5
ENST00000618909.4	ENST00000508726.5
ENST00000708177.1	ENST00000564054.1
ENST00000633023.1	ENST00000613463.1
ENST00000709419.1	ENST00000651062.1
ENST00000673090.1	ENST00000431365.3
ENST00000709902.1	ENST00000512797.5
ENST00000456828.5	ENST00000453241.5
ENST00000456828.5	ENST00000411914.5
ENST00000639798.1	ENST00000464542.5
ENST00000472794.1	ENST00000480894.1
ENST00000472794.1	ENST00000471422.1
ENST00000619569.4	ENST00000631260.2
ENST00000673189.1	ENST00000673138.1
ENST00000617973.4	ENST00000617861.4
ENST00000617973.4	ENST00000617304.4
ENST00000617973.4	ENST00000614638.4
ENST00000617973.4	ENST00000620757.4
ENST00000617973.4	ENST00000619679.4
ENST00000709528.1	ENST00000367433.9
ENST00000631528.1	ENST00000540672.2
ENST00000708594.1	ENST00000462049.1
ENST00000634015.1	ENST00000390601.3
ENST00000611548.4	ENST00000507927.5
ENST00000671897.1	ENST00000571485.5
ENST00000708821.1	ENST00000556093.1
ENST00000709791.1	ENST00000437982.1
ENST00000611554.3	ENST00000187608.13
ENST00000481184.1	ENST00000469943.1
ENST00000481184.1	ENST00000498585.1
ENST00000481184.1	ENST00000484787.1
ENST00000628824.1	ENST00000490332.2
ENST00000638758.1	ENST00000468401.1
ENST00000709684.1	ENST00000463940.1
ENST00000632607.1	ENST00000461947.5
ENST00000419412.5	ENST00000400486.5
ENST00000419412.5	ENST00000376567.6
ENST00000632480.1	ENST00000622783.2
ENST00000632480.1	ENST00000620055.4
ENST00000374768.1	ENST00000651752.1
ENST00000711168.1	ENST00000461691.6
ENST00000646211.1	ENST00000532835.1
ENST00000396349.3	ENST00000626912.1
ENST00000633709.1	ENST00000527678.1
ENST00000709432.1	ENST00000531656.1
ENST00000645604.1	ENST00000542700.6
ENST00000630439.2	ENST00000498083.2
ENST00000708752.1	ENST00000555963.1
ENST00000645059.1	ENST00000459872.1
ENST00000707684.1	ENST00000456468.1
ENST00000611920.1	ENST00000496370.1
ENST00000709141.1	ENST00000497792.6
ENST00000633396.1	ENST00000532543.1
ENST00000635640.1	ENST00000596628.5
ENST00000708774.1	ENST00000206542.9
ENST00000461736.5	ENST00000488182.5
ENST00000707529.1	ENST00000532551.1
ENST00000682252.1	ENST00000684208.1
ENST00000645335.1	ENST00000553481.1
ENST00000628294.1	ENST00000583842.1
ENST00000626635.1	ENST00000465565.1
ENST00000625695.2	ENST00000409119.5
ENST00000673195.1	ENST00000593005.5
ENST00000710236.1	ENST00000480412.2
ENST00000547651.2	ENST00000550562.5
ENST00000547651.2	ENST00000551254.5
ENST00000547651.2	ENST00000551827.4
ENST00000639427.1	ENST00000521669.1
ENST00000640112.1	ENST00000572907.5
ENST00000492976.5	ENST00000486292.1
ENST00000492976.5	ENST00000483803.5
ENST00000492976.5	ENST00000497702.5
ENST00000492976.5	ENST00000493225.5
ENST00000710530.1	ENST00000503664.1
ENST00000506697.5	ENST00000512042.1
ENST00000634125.1	ENST00000492685.5
ENST00000682962.1	ENST00000683298.1
ENST00000708974.1	ENST00000546393.7
ENST00000487675.1	ENST00000477052.1
ENST00000710011.1	ENST00000449285.6
ENST00000455263.6	ENST00000610538.4
ENST00000640273.1	ENST00000475638.6
ENST00000633098.1	ENST00000531942.1
ENST00000426219.6	ENST00000457078.6
ENST00000673102.1	ENST00000572104.2
ENST00000626857.1	ENST00000454825.1
ENST00000443473.1	ENST00000434905.1
ENST00000632898.1	ENST00000572026.5
ENST00000618888.4	ENST00000611901.4
ENST00000633909.1	ENST00000439304.5
ENST00000450090.6	ENST00000383540.7
ENST00000472595.5	ENST00000622727.4
ENST00000447559.1	ENST00000452822.1
ENST00000447559.1	ENST00000423254.1
ENST00000447559.1	ENST00000421220.1
ENST00000412246.5	ENST00000426189.5
ENST00000412246.5	ENST00000413544.5
ENST00000412246.5	ENST00000414881.5
ENST00000412246.5	ENST00000423951.5
ENST00000644921.1	ENST00000534348.5
ENST00000618059.2	ENST00000620318.4
ENST00000618059.2	ENST00000617572.3
ENST00000618059.2	ENST00000376575.7
ENST00000640474.1	ENST00000584941.5
ENST00000634121.1	ENST00000552535.1
ENST00000707895.1	ENST00000486427.1
ENST00000615534.1	ENST00000619581.1
ENST00000615534.1	ENST00000616277.1
ENST00000615534.1	ENST00000614788.1
ENST00000615534.1	ENST00000615620.1
ENST00000615534.1	ENST00000611935.1
ENST00000615534.1	ENST00000617348.1
ENST00000615534.1	ENST00000611514.1
ENST00000615534.1	ENST00000616798.4
ENST00000632066.1	ENST00000520972.5
ENST00000632200.1	ENST00000519794.1
ENST00000640466.1	ENST00000582333.5
ENST00000628454.1	ENST00000524952.2
ENST00000457929.5	ENST00000423825.5
ENST00000672009.1	ENST00000429923.5
ENST00000618752.2	ENST00000410013.1
ENST00000614155.3	ENST00000626040.2
ENST00000634458.1	ENST00000598316.5
ENST00000647976.1	ENST00000647890.1
ENST00000682454.1	ENST00000682694.1
ENST00000473902.5	ENST00000481927.5
ENST00000473902.5	ENST00000479313.5
ENST00000473902.5	ENST00000478907.5
ENST00000428189.5	ENST00000383596.6
ENST00000625745.1	ENST00000525668.1
ENST00000629638.2	ENST00000628336.2
ENST00000629638.2	ENST00000572585.5
ENST00000710176.1	ENST00000703993.1
ENST00000628400.2	ENST00000630902.2
ENST00000628400.2	ENST00000571383.5
ENST00000707662.1	ENST00000428767.1
ENST00000643387.1	ENST00000287913.10
ENST00000710074.1	ENST00000455452.5
ENST00000672153.1	ENST00000482118.1
ENST00000672682.1	ENST00000538356.1
ENST00000709407.1	ENST00000456102.5
ENST00000413853.6	ENST00000444818.6
ENST00000413853.6	ENST00000457366.6
ENST00000633283.1	ENST00000390399.3
ENST00000624782.1	ENST00000600287.1
ENST00000479969.1	ENST00000465498.1
ENST00000629412.1	ENST00000601696.1
ENST00000418780.1	ENST00000455932.1
ENST00000707545.1	ENST00000526768.5
ENST00000671950.1	ENST00000446808.5
ENST00000622623.2	ENST00000550469.6
ENST00000671849.1	ENST00000376561.7
ENST00000631487.1	ENST00000619245.1
ENST00000575382.1	ENST00000431013.1
ENST00000638340.1	ENST00000583804.2
ENST00000626453.1	ENST00000621666.4
ENST00000611220.1	ENST00000421200.1
ENST00000673375.1	ENST00000535313.2
ENST00000418111.2	ENST00000383258.3
ENST00000418111.2	ENST00000427753.2
ENST00000611564.1	ENST00000443534.1
ENST00000709585.1	ENST00000641557.1
ENST00000708741.1	ENST00000358932.9
ENST00000708092.1	ENST00000609703.5
ENST00000463161.5	ENST00000472450.5
ENST00000645404.1	ENST00000559974.5
ENST00000535190.1	ENST00000540704.1
ENST00000535190.1	ENST00000540103.1
ENST00000711445.1	ENST00000526199.1
ENST00000711113.1	ENST00000477110.6
ENST00000646442.2	ENST00000342740.6
ENST00000266434.8	ENST00000631251.2
ENST00000631978.1	ENST00000518780.1
ENST00000708873.1	ENST00000315915.5
ENST00000707480.1	ENST00000572105.7
ENST00000710470.1	ENST00000526779.3
ENST00000633224.1	ENST00000520057.1
ENST00000625930.1	ENST00000578059.2
ENST00000449827.1	ENST00000425313.1
ENST00000707247.1	ENST00000375550.5
ENST00000707856.1	ENST00000399934.5
ENST00000709175.1	ENST00000427973.1
ENST00000643449.1	ENST00000641412.1
ENST00000708056.1	ENST00000494336.1
ENST00000449256.1	ENST00000457735.1
ENST00000449256.1	ENST00000445354.1
ENST00000632179.1	ENST00000605080.5
ENST00000441251.6	ENST00000433264.6
ENST00000441251.6	ENST00000432227.6
ENST00000441251.6	ENST00000443142.6
ENST00000441251.6	ENST00000442585.6
ENST00000441251.6	ENST00000359374.8
ENST00000634129.1	ENST00000614693.1
ENST00000549839.5	ENST00000552209.5
ENST00000490304.1	ENST00000494940.1
ENST00000490304.1	ENST00000469777.1
ENST00000627508.1	ENST00000474934.1
ENST00000475554.5	ENST00000707368.1
ENST00000645219.1	ENST00000559197.5
ENST00000645849.1	ENST00000471700.6
ENST00000671981.1	ENST00000542179.1
ENST00000638943.1	ENST00000570557.5
ENST00000633542.1	ENST00000570550.5
ENST00000633542.1	ENST00000571246.5
ENST00000633015.1	ENST00000572932.1
ENST00000633383.1	ENST00000612538.1
ENST00000637883.1	ENST00000571193.2
ENST00000708314.1	ENST00000673459.1
ENST00000441344.1	ENST00000490990.1
ENST00000441344.1	ENST00000496537.1
ENST00000709001.1	ENST00000641310.1
ENST00000711218.1	ENST00000432757.6
ENST00000634217.1	ENST00000399614.6
ENST00000708300.1	ENST00000529619.5
ENST00000615699.1	ENST00000613233.1
ENST00000615699.1	ENST00000614879.1
ENST00000615699.1	ENST00000618261.1
ENST00000615699.1	ENST00000618995.1
ENST00000615699.1	ENST00000621584.1
ENST00000615699.1	ENST00000610790.1
ENST00000615699.1	ENST00000340844.6
ENST00000569741.1	ENST00000569420.1
ENST00000569741.1	ENST00000360260.6
ENST00000646084.1	ENST00000561638.1
ENST00000478187.1	ENST00000459973.1
ENST00000478187.1	ENST00000477913.1
ENST00000478187.1	ENST00000474530.1
ENST00000642380.1	ENST00000559294.1
ENST00000642509.1	ENST00000520330.1
ENST00000543990.1	ENST00000626671.1
ENST00000711275.1	ENST00000479401.6
ENST00000487377.1	ENST00000466744.1
ENST00000487377.1	ENST00000487815.1
ENST00000487377.1	ENST00000470079.1
ENST00000470224.1	ENST00000486537.1
